Reporter intensity corrected 1 DDA_1	Reporter intensity corrected 2 DDA_1	Reporter intensity corrected 3 DDA_1	Reporter intensity corrected 4 DDA_1	Reporter intensity corrected 5 DDA_1	Reporter intensity corrected 6 DDA_1	Reporter intensity corrected 7 DDA_1	Reporter intensity corrected 8 DDA_1	Reporter intensity corrected 1 DDA_2	Reporter intensity corrected 2 DDA_2	Reporter intensity corrected 3 DDA_2	Reporter intensity corrected 4 DDA_2	Reporter intensity corrected 5 DDA_2	Reporter intensity corrected 6 DDA_2	Reporter intensity corrected 7 DDA_2	Reporter intensity corrected 8 DDA_2	Reporter intensity corrected 1 DDA_3	Reporter intensity corrected 2 DDA_3	Reporter intensity corrected 3 DDA_3	Reporter intensity corrected 4 DDA_3	Reporter intensity corrected 5 DDA_3	Reporter intensity corrected 6 DDA_3	Reporter intensity corrected 7 DDA_3	Reporter intensity corrected 8 DDA_3	Reporter intensity corrected 1 DDA_4	Reporter intensity corrected 2 DDA_4	Reporter intensity corrected 3 DDA_4	Reporter intensity corrected 4 DDA_4	Reporter intensity corrected 5 DDA_4	Reporter intensity corrected 6 DDA_4	Reporter intensity corrected 7 DDA_4	Reporter intensity corrected 8 DDA_4	Reporter intensity corrected 1 IDA_1	Reporter intensity corrected 2 IDA_1	Reporter intensity corrected 3 IDA_1	Reporter intensity corrected 4 IDA_1	Reporter intensity corrected 5 IDA_1	Reporter intensity corrected 6 IDA_1	Reporter intensity corrected 7 IDA_1	Reporter intensity corrected 8 IDA_1	Reporter intensity corrected 1 IDA_2	Reporter intensity corrected 2 IDA_2	Reporter intensity corrected 3 IDA_2	Reporter intensity corrected 4 IDA_2	Reporter intensity corrected 5 IDA_2	Reporter intensity corrected 6 IDA_2	Reporter intensity corrected 7 IDA_2	Reporter intensity corrected 8 IDA_2	Reporter intensity corrected 1 IDA_3	Reporter intensity corrected 2 IDA_3	Reporter intensity corrected 3 IDA_3	Reporter intensity corrected 4 IDA_3	Reporter intensity corrected 5 IDA_3	Reporter intensity corrected 6 IDA_3	Reporter intensity corrected 7 IDA_3	Reporter intensity corrected 8 IDA_3	Reporter intensity corrected 1 IDA_4	Reporter intensity corrected 2 IDA_4	Reporter intensity corrected 3 IDA_4	Reporter intensity corrected 4 IDA_4	Reporter intensity corrected 5 IDA_4	Reporter intensity corrected 6 IDA_4	Reporter intensity corrected 7 IDA_4	Reporter intensity corrected 8 IDA_4	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.3787944316864	-3.58944177627563	-3.07984399795532	-3.82002544403076	-3.61082077026367	-2.91473865509033	-2.99332141876221	-2.35446429252625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.71075582504272	-4.28363227844238	-3.46718239784241	-3.04073429107666	-5.22582817077637	-1.40989148616791	-3.83296084403992	-3.1750123500824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	1.6	1.6	1.6	207.54	0	6.0309	7220400	2	sp|A2ASQ1|AGRIN_MOUSE	sp|A2ASQ1|AGRIN_MOUSE	32
-3.4276340007782	-1.83295035362244	-3.56974482536316	-3.23121023178101	-3.88958859443665	-3.37913966178894	-2.82377934455872	-3.54906272888184	-3.52729177474976	-3.36122369766235	-3.27620553970337	-1.829305768013	-3.85356378555298	-3.02973532676697	-3.36640691757202	-3.53950262069702	-3.58431053161621	-3.68084454536438	-3.5325243473053	-1.68840384483337	-3.30714440345764	-3.16449618339539	-3.53267455101013	-3.40192461013794	-1.93870759010315	-3.71489858627319	-3.30486130714417	-3.44611668586731	-2.55928158760071	-3.74865055084229	-3.51177287101746	-3.61105012893677	-3.26631593704224	-2.16611409187317	-3.60270094871521	-3.18718147277832	-3.63522577285767	-3.29576539993286	-2.90314435958862	-3.44509482383728	-3.52083563804626	-3.31401491165161	-3.21974039077759	-2.10544228553772	-3.90909242630005	-2.94275069236755	-3.27970409393311	-3.56673288345337	-3.5923969745636	-3.52760791778564	-3.46249914169312	-1.86176228523254	-3.33795857429504	-3.14114379882813	-3.55659699440002	-3.31846976280212	-2.12186312675476	-3.66752910614014	-3.33363246917725	-3.44745373725891	-2.52483201026917	-3.62545347213745	-3.41379141807556	-3.62942957878113				574	574	573	21	21	21	3906.4	0	323.31	15424000000	3199	sp|A2ASS6|TITIN_MOUSE;sp|O88485|DC1I1_MOUSE;sp|Q6PGC1|DHX29_MOUSE	sp|A2ASS6|TITIN_MOUSE	33
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				11	1	0	72.2	8.9	0	20.648	0	3.4701	0	1	sp|P11588|MUP1_MOUSE;sp|P02762|MUP6_MOUSE;sp|P04938|MUP11_MOUSE;sp|A2BIM8|MUP18_MOUSE;sp|P11591|MUP5_MOUSE	sp|P11588|MUP1_MOUSE;sp|P02762|MUP6_MOUSE;sp|P04938|MUP11_MOUSE;sp|A2BIM8|MUP18_MOUSE	34
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.63089418411255	-2.56481957435608	-3.47277760505676	-2.5453188419342	-4.06438636779785	-2.84985613822937	-3.81796884536743	-1.94424903392792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	1.6	1.6	1.6	108.04	0	12.888	520610	2	sp|B1AZP2|DLGP4_MOUSE	sp|B1AZP2|DLGP4_MOUSE	35
-3.32931900024414	-4.00441551208496	-2.39919757843018	-1.57720720767975	-4.50550031661987	-3.63842034339905	-2.69815492630005	-4.83279609680176	-2.49264669418335	-4.16372060775757	-3.81996417045593	-3.02879309654236	-2.49817872047424	-4.33307981491089	-1.94713890552521	-3.51891613006592	-3.78912234306335	-3.73563885688782	-3.56231212615967	-4.26260042190552	-4.66094493865967	-1.30293798446655	-2.31114816665649	-3.84651112556458	-4.5578875541687	-3.95899271965027	-3.99070453643799	-2.16980957984924	-3.42681169509888	-3.45071530342102	-4.34066009521484	-1.41773307323456	-3.40843534469604	-2.26812171936035	-3.06346940994263	-2.3336615562439	-4.2476692199707	-3.55147957801819	-3.26687121391296	-2.85297989845276	-2.23181986808777	-3.39837574958801	-3.67429113388062	-2.93809938430786	-4.1707706451416	-2.83598613739014	-2.53466272354126	-3.11641049385071	-3.44310069084167	-3.16423749923706	-3.88408255577087	-2.37467336654663	-4.55598592758179	-2.39085030555725	-2.38240051269531	-3.17162847518921	-2.75867223739624	-3.47879648208618	-3.41662335395813	-2.10252714157104	-3.03848028182983	-3.40088796615601	-4.08289670944214	-2.63809680938721				5	2	2	15	7.1	7.1	40.361	0	17.534	33316000	10	sp|B2RSH2|GNAI1_MOUSE	sp|B2RSH2|GNAI1_MOUSE	36
-1.14241707324982	-4.93509531021118	-3.63243198394775	-3.7183313369751	-3.49240326881409	-3.04525279998779	-3.37068343162537	-4.29251050949097	-3.916175365448	-1.86527967453003	-1.47850704193115	-4.67790555953979	-3.64059567451477	-4.05059814453125	-3.74499011039734	-4.43430948257446	-3.21276807785034	-4.04568147659302	-1.82321763038635	-3.84085655212402	-3.96317172050476	-3.67762875556946	-4.01058769226074	-1.86302125453949	-5.37572145462036	-4.06711626052856	-1.99590849876404	-3.59612584114075	-2.83980274200439	-2.71453857421875	-2.09523463249207	-4.13786363601685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.59521889686584	-1.82066738605499	-1.72470676898956	-4.78201961517334	-3.58909463882446	-3.54484724998474	-3.90141868591309	-4.06958532333374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	1.1	1.1	1.1	99.551	0.0018171	1.8327	44392000	7	sp|B2RY56|RBM25_MOUSE	sp|B2RY56|RBM25_MOUSE	37
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.7852783203125	-3.34038233757019	-4.45703887939453	-4.70023488998413	-1.17824077606201	-4.46291255950928	-3.19455909729004	-3.72274374961853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				9	1	1	66.7	11.7	11.7	20.638	0.0072545	1.1696	38369000	1	sp|B5X0G2|MUP17_MOUSE	sp|B5X0G2|MUP17_MOUSE	38
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.96962141990662	-2.26319599151611	-3.65528059005737	-3.50912594795227	-4.24402904510498	-4.53038930892944	-2.67659544944763	-2.03286099433899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.07460808753967	-4.29222774505615	-2.66712594032288	-2.75496697425842	-4.15264415740967	-2.98222064971924	-4.61957216262817	-2.45387363433838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	3	3	3	101.27	0	5.7019	3741900	6	sp|B9EJ86|OSBL8_MOUSE	sp|B9EJ86|OSBL8_MOUSE	39
-3.34789824485779	-2.74216866493225	-2.71330809593201	-2.45490145683289	-3.54632973670959	-3.47545480728149	-3.65584421157837	-2.56815242767334	-2.00127005577087	-3.43234539031982	-3.37235569953918	-2.87376713752747	-3.43577599525452	-3.54722332954407	-2.53692173957825	-3.74998927116394	-3.67107152938843	-3.35993432998657	-4.52164745330811	-3.33555364608765	-4.91180419921875	-3.01613259315491	-1.15017688274384	-3.75438261032104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.12676954269409	-2.5214319229126	-3.43385720252991	-3.36682367324829	-3.54749321937561	-3.46624135971069	-2.59998679161072	-3.91176080703735	-4.13051700592041	-3.51337003707886	-2.01846885681152	-3.26923394203186	-4.77264308929443	-2.16029834747314	-2.53173995018005	-3.80462217330933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				5	5	5	2.2	2.2	2.2	254.4	0	15.906	88301000	15	sp|B9EKR1|PRPTZ_MOUSE	sp|B9EKR1|PRPTZ_MOUSE	40
-3.71525859832764	-5.49804830551147	-2.91942405700684	-4.46348571777344	-4.71652841567993	-2.93423461914063	-4.55680084228516	-0.938071846961975	-2.96804022789001	-3.63037610054016	-3.34512448310852	-4.80736637115479	-3.25552892684937	-3.84073257446289	-4.29406642913818	-1.29495096206665	-2.85464859008789	-1.44430160522461	-3.522127866745	-4.43172264099121	-4.21044254302979	-4.14739370346069	-3.04918813705444	-3.26105070114136	-4.34860324859619	-1.3823629617691	-3.50007081031799	-2.74545431137085	-3.73456311225891	-2.9054126739502	-3.6847722530365	-4.54435920715332	-3.44633674621582	-4.98411417007446	-3.05002450942993	-4.299880027771	-4.59150981903076	-2.98621606826782	-4.17022514343262	-1.07579362392426	-2.78706955909729	-3.54451036453247	-4.02961730957031	-4.78245639801025	-3.36076402664185	-4.56586122512817	-4.37829923629761	-0.998846292495728	-2.82961344718933	-1.24208915233612	-4.21127080917358	-4.17207050323486	-4.78499984741211	-4.23102045059204	-2.83433890342712	-3.48786425590515	-4.91663265228271	-1.18288433551788	-3.67504644393921	-2.62985801696777	-4.31186437606812	-2.73015284538269	-4.22534227371216	-4.96375703811646				8	3	1	64.1	34.4	5.5	13.95	0	128.78	7869300000	158	sp|Q8CGP6|H2A1H_MOUSE;sp|Q8CGP7|H2A1K_MOUSE;sp|Q8CGP5|H2A1F_MOUSE;sp|Q8BFU2|H2A3_MOUSE;sp|C0HKE9|H2A1P_MOUSE;sp|C0HKE8|H2A1O_MOUSE;sp|C0HKE7|H2A1N_MOUSE;sp|C0HKE6|H2A1I_MOUSE;sp|C0HKE5|H2A1G_MOUSE;sp|C0HKE4|H2A1E_MOUSE;sp|C0HKE3|H2A1D_MOUSE;sp|C0HKE2|H2A1C_MOUSE;sp|C0HKE1|H2A1B_MOUSE	sp|Q8CGP6|H2A1H_MOUSE;sp|Q8CGP7|H2A1K_MOUSE;sp|Q8CGP5|H2A1F_MOUSE;sp|Q8BFU2|H2A3_MOUSE;sp|C0HKE9|H2A1P_MOUSE;sp|C0HKE8|H2A1O_MOUSE;sp|C0HKE7|H2A1N_MOUSE;sp|C0HKE6|H2A1I_MOUSE;sp|C0HKE5|H2A1G_MOUSE;sp|C0HKE4|H2A1E_MOUSE;sp|C0HKE3|H2A1D_MOUSE;sp|C0HKE2|H2A1C_MOUSE;sp|C0HKE1|H2A1B_MOUSE	41
-2.96308159828186	-4.59792375564575	-2.63459873199463	-2.97460246086121	-4.53546571731567	-3.46957755088806	-4.94022369384766	-1.4102748632431	-3.1493124961853	-3.76941347122192	-3.22445201873779	-2.07442593574524	-3.32091856002808	-3.19416284561157	-2.58458733558655	-3.41885900497437	-4.5012469291687	-1.71790421009064	-3.56988167762756	-3.46913027763367	-5.33124923706055	-2.58840012550354	-2.45276737213135	-3.27118277549744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.39432001113892	-6.88413763046265	-4.29005289077759	-4.10668420791626	-0.492220610380173	-5.07786893844604	-5.71141719818115	-3.7331235408783	-3.587238073349	-2.63567423820496	-1.63971447944641	-3.95464634895325	-4.09492635726929	-4.14313077926636	-3.24934196472168	-2.73504328727722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.31980609893799	-4.76988554000854	-5.11403512954712	-5.14606523513794	-5.67469644546509	-4.16023397445679	-0.324165999889374	-5.28191947937012				4	4	4	3.8	3.8	3.8	105.1	0	20.155	21414000	12	sp|D3YXK2|SAFB1_MOUSE;sp|Q80YR5|SAFB2_MOUSE	sp|D3YXK2|SAFB1_MOUSE;sp|Q80YR5|SAFB2_MOUSE	42
-3.53088927268982	-5.85400199890137	-4.15933132171631	-4.01730012893677	-4.67975330352783	-3.51081871986389	-5.33864450454712	-0.673416614532471	-3.6407036781311	-2.37078785896301	-3.25222587585449	-4.48775100708008	-4.20075368881226	-4.81307363510132	-3.84300804138184	-1.26077401638031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.38603067398071	-1.32865226268768	-3.58781027793884	-2.75974678993225	-3.89472961425781	-3.6469612121582	-3.95513868331909	-3.16255712509155	-3.10904741287231	-5.25274848937988	-4.0297589302063	-3.78094863891602	-3.52865648269653	-3.45267271995544	-4.61291980743408	-0.985501885414124	-3.29166269302368	-3.28208780288696	-4.13512325286865	-4.21931028366089	-4.01116943359375	-4.30834436416626	-3.29590702056885	-1.01324689388275	-3.88952445983887	-0.839415311813354	-4.88909721374512	-4.98046588897705	-4.4765625	-3.49746155738831	-4.07933187484741	-3.11266183853149	-4.95058107376099	-0.953327417373657	-4.11608505249023	-3.15791416168213	-3.88873362541199	-4.07118463516235	-3.93355131149292	-3.48896527290344				3	3	3	7	7	7	52.553	0	17.679	27020000	17	sp|D3Z6Q9|BIN2_MOUSE	sp|D3Z6Q9|BIN2_MOUSE	43
